cycle,cmte_id,cmte_nm,cmte_dsgn,cmte_tp,cmte_pty_affiliation,org_tp,connected_org_nm,cand_id,cand_pty_affiliation,cand_office
2026,C00910414,THE AMERICA PARTY NATIONAL COMMITTEE,U,X,OTH,,,,,
2026,C00910455,KNIGHT FOR CONGRESS,P,H,REP,,NONE,H6TN07179,REP,H
2026,C00910463,REAL AMERICA PARTY,U,X,IND,,NONE,,,
2026,C00910471,US AMERICAN PARTY,P,P,W,,,,,
2026,C00910497,BROOKS COUNTY AMERICA PARTY,U,X,AMP,,NONE,,,
2026,C00910505,TERRI REESE FOR NJ CD-2,P,H,DEM,,NONE,H6NJ02236,DEM,H
2026,C00910513,AMERICAN PARTY,A,P,IND,,,,,
2026,C00910521,JOHN MORGAN FOR GOVERNOR,U,O,,,NONE,,,
2026,C00910539,ROBERT ALLEN-LOTT FOR CONGRESS,P,H,REP,,NONE,H0GA08123,REP,H
2026,C00910653,ELECT DIVERSE DEMOCRATS 2026,U,N,,,CHC BOLD PAC,,,
2026,C00910661,JESSE OPPENHEIM FOR CONGRESS,P,H,DEM,,NONE,H6NC08194,DEM,H
2026,C00910679,LEE REEVES FOR CONGRESS,P,H,REP,,,H6TN07187,REP,H
2026,C00910695,CAITLIN ROURK FOR CONGRESS,P,H,DEM,,,H6TX31102,DEM,H
2026,C00910703,JODY BARRETT FOR CONGRESS,P,H,REP,,,H6TN07203,REP,H
2026,C00910711,PROGRESSIVE DEMOCRATS 2026,U,O,,,NONE,,,
2026,C00910729,ONE NATION UNDER GOD PRESIDENTIAL COMMITTEE,P,P,IND,,NONE,P80007990,IND,P
2026,C00910737,CITIZENS TRUST BANK -POLITICAL ACTION COMMITTEE,U,N,,,,,,
2026,C00910745,HARTZELL FOR CONGRESS,P,H,DEM,,,H6MO05247,DEM,H
2026,C00910752,ROGER B SCHAGRIN POLITICAL ACTION COMMITTEE,B,N,,C,,,,
2026,C00910760,KEITH PILKINGTON FOR CONGRESS,P,H,DEM,,NONE,H6AL06143,DEM,H
2026,C00910778,JOSH CORTEZ FOR CONGRESS,P,H,REP,,,H6TX34072,REP,H
2026,C00910786,TEXAS LEADERSHIP PAC,D,N,,,,,,
2026,C00910794,JANAK JOSHI FOR COLORADO,P,S,REP,,,S6CO00440,REP,S
2026,C00910802,MADISON AND LINCOLN,U,O,,,NONE,,,
2026,C00910810,BO MITCHELL FOR CONGRESS,P,H,DEM,,,H6TN07260,DEM,H
2026,C00910828,AMERICA PARTY OF TEXAS,U,X,OTH,,NONE,,,
2026,C00910836,MACALLISTER FOR CONGRESS,P,H,REP,,NONE,H6MA09206,REP,H
2026,C00910844,FRIENDS OF MONTRAVIUS HALL,P,H,DEM,,NONE,H6MS01297,DEM,H
2026,C00910851,MACHO FOR CONGRESS,P,H,DEM,,,H6WI06183,DEM,H
2026,C00910869,KAT FOR PUBLIC SCHOOLS,U,X,NON,,,,,
2026,C00910877,NEIDHART FOR CONGRESS,P,H,REP,,,H6CA27314,REP,H
2026,C00910885,MATT WINDSCHITL FOR CONGRESS,P,H,REP,,,H6IA04175,REP,H
2026,C00910893,RONNIE MURCHINSON FOR OFFICE,P,H,DEM,,NONE,H6FL06332,DEM,H
2026,C00910901,FIRST AMERICANS PAC,U,V,,,NONE,,,
2026,C00910927,ANDREW LUCCHETTI FOR CONGRESS,P,H,DEM,,,H6VA01216,DEM,H
2026,C00910935,JOHNNY GARRETT FOR CONGRESS,P,H,REP,,NONE,H6TN06213,REP,H
2026,C00910943,CITIZENS FOR NANCY MANNION,P,H,DEM,,NONE,H6PA11099,DEM,H
2026,C00910950,TAYLOR WETTACH FOR CONGRESS,P,H,DEM,,,H6IA01197,DEM,H
2026,C00910968,ROBIN FICKER FOR CONGRESS,P,H,REP,,NONE,H6MD06287,REP,H
2026,C00910976,MIKE SIMMONS FOR CONGRESS,P,H,DEM,,NONE,H6IL09293,DEM,H
2026,C00910984,FOLEY FOR CONGRESS,P,H,REP,,,H6TN07211,REP,H
2026,C00910992,VIRGINIA VICTORY 2026,U,O,,,,,,
2026,C00911008,DEFEAT CHINA PAC,U,N,,,NONE,,,
2026,C00911016,BRIAN TETRUD 2026,P,H,DEM,,NONE,H6CA15178,DEM,H
2026,C00911024,PHIL ANDREW FOR CONGRESS,P,H,DEM,,,H6IL09301,DEM,H
2026,C00911032,"DRIFTLESS RIVERS COALITION, INC.",U,O,,,NONE,,,
2026,C00911040,MARICOPA COUNTY DEMOCRATIC VICTORY FUND,U,V,,,NONE,,,
2026,C00911057,OHIOANS FOR A SAFER FUTURE,U,O,,,NONE,,,
2026,C00911065,COMMITTEE TO ELECT SARAHC,P,H,DEM,,NONE,H6NH01362,DEM,H
2026,C00911073,GAVIN SOLOMON FOR CONGRESS NY-12,P,H,REP,,"GAVIN SOLOMON FOR U.S. HOUSE, NY-12",H6NY12156,REP,H
2026,C00911081,ETHAN WECHTALUK FOR MARYLAND,P,H,DEM,,NONE,H6MD06295,DEM,H
2026,C00911099,IOWA ALWAYS PAC,U,O,,,NONE,,,
2026,C00911107,DANIEL HASSLER FOR CONGRESS,P,H,DEM,,,H6CO08120,DEM,H
2026,C00911115,JULIE FOR CONGRESS,P,H,DEM,,,H6ID02225,DEM,H
2026,C00911123,HAWKS FOR CONGRESS,P,H,DEM,,,H6TX24206,DEM,H
2026,C00911131,PERRY GREGG FOR CONGRESS,P,H,DEM,,NONE,,,
2026,C00911149,BRANDON BROWN FOR SOUTH CAROLINA,P,S,DEM,,,S6SC04270,DEM,S
2026,C00911156,SHEA FOR CONGRESS,P,H,DEM,,NONE,H6VA01224,DEM,H
2026,C00911164,DONNA MILLER FOR CONGRESS,P,H,DEM,,WOMEN ARE THE MAJORITY MAKERS,H6IL02355,DEM,H
2026,C00911172,DEANNA GORDON FOR CONGRESS,P,H,REP,,,H6KY06176,REP,H
2026,C00911180,PETERSON FOR GEORGIA,P,H,DEM,,NONE,,,
2026,C00911198,LORENZO RIOS FOR CONGRESS,P,H,REP,,NONE,H6CA21234,REP,H
2026,C00911206,STOP LIBERAL REPUBLICANS PAC,U,O,,,,,,
2026,C00911214,A BETTER WAY FOR THE USA,P,H,REP,,,H6IL12123,REP,H
2026,C00911222,TENNESSEE FIGHTER PAC,U,O,,,,,,
2026,C00911230,SUPPORTERS OF STEPHANIE STEINER,P,H,DEM,,NONE,H6IA04183,DEM,H
2026,C00911248,MIKE FOR TENNESSEE,P,H,DEM,,NONE,H6TN05371,DEM,H
2026,C00911255,CRABTREE FOR CONGRESS,P,H,REP,,NONE,H6SD01117,REP,H
2026,C00911263,RUN WITH PRIDE PAC,U,N,,,NONE,,,
2026,C00911271,BRIDGE POLITICAL ACTION COMMITTEE,U,O,,,,,,
2026,C00911289,KEITH DOLL FOR CONGRESS,P,H,DEM,,NONE,,,
2026,C00911297,STEGER FOR CONGRESS,P,H,REP,,NONE,H6MI11209,REP,H
2026,C00911305,MCKENNA FOR CONGRESS,P,H,DFL,,NONE,H6MN08161,DFL,H
2026,C00911313,COWEN FOR CONGRESS,P,H,DEM,,,H6MI07280,DEM,H
2026,C00911321,MD PAC,U,W,,,,,,
2026,C00911339,PINO FOR CONGRESS,P,H,REP,,PINO FOR NJ-09 REPUBLICAN NOMINEE FUND 2026,H6NJ09264,REP,H
2026,C00911347,JAMES OSYF FOR CONGRESS,P,H,DEM,,NONE,H6VA02149,DEM,H
2026,C00911354,"WHITESIDES, TRAN, MIN JFA",J,H,,,,,,
2026,C00911362,SILVER AND SHORE VICTORY FUND,J,N,,,NONE,,,
2026,C00911370,VINCENT DIXIE FOR TENNESSEE,P,H,DEM,,NONE,H6TN07229,DEM,H
2026,C00911388,RICHARD BOYKIN FOR CONGRESS,P,H,DEM,,,H6IL07370,DEM,H
2026,C00911396,LALLY FOR NEVADA,P,H,DEM,,NONE,H6NV03246,DEM,H
2026,C00911404,MARK ROBERT GORDON FOR CONGRESS,P,H,DEM,,NONE,H6AZ01314,DEM,H
2026,C00911412,BLUE RIBBON PAC,U,O,,,NONE,,,
2026,C00911420,STEWART PARKS FOR CONGRESS,P,H,REP,,NONE,H6TN07245,REP,H
2026,C00911438,AMERICA PARTY,U,X,W,,,,,
2026,C00911446,MIDDLE 60 PAC,U,V,,,NONE,,,
2026,C00911453,CHAD KOPPIE FOR CONGRESS,P,H,REP,,NONE,H2IL08203,REP,H
2026,C00911461,DAVID JONES FOR CONGRESS,P,H,DEM,,NONE,H6TN07237,DEM,H
2026,C00911479,ALEXANDER ARELLANO FOR PRESIDENT,P,P,DEM,,NONE,,,
2026,C00911495,MAE LI DITTY,P,P,CON,,NONE,,,
2026,C00911503,MACKENZIE FOR CONGRESS,P,H,REP,,NONE,H6CA04198,REP,H
2026,C00911511,VASQUEZ FOR CONGRESS,P,H,IND,,,H6VA03097,IND,H
2026,C00911529,AMR METWALLY FOR CONGRESS,P,H,OTH,,NONE,H6FL21067,OTH,H
2026,C00911537,SECURE THE US SENATE 2026,J,N,,,,,,
2026,C00911545,"FIREWALL PAC, INC.",U,O,,,NONE,,,
2026,C00911552,CHERYL RUNKEL FOR CONGRESS,,,,,,,,
2026,C00911560,CONCERNED PROPERTY OWNERS OF CAPE CORAL,U,N,,,NONE,,,
2026,C00911578,ILLINOIS VICTORY FUND,J,N,,,NONE,,,
2026,C00911586,RUSHMORE RISING PAC,U,O,,,,,,
2026,C00911594,PATTY SNOW FOR CONGRESS,P,H,DEM,,,H6OR02215,DEM,H
2026,C00911610,DIGITAL FREEDOM FUND,U,O,,,NONE,,,
2026,C00911628,CAPPARELLI FOR US SENATE,P,S,REP,,,S6IL00490,REP,S
2026,C00911636,RESTORE BREVARD,U,O,,,NONE,,,
2026,C00911644,FRIENDS OF SHEWBERT FOR PRESIDENT 2028,P,P,DEM,,NONE,P80008006,DEM,P
2026,C00911669,TOTH FOR CONGRESS,P,H,REP,,STEVE TOTH VICTORY COMMITTEE,H6TX08175,REP,H
2026,C00911693,CARTERADO CAMPAIGN COMMITTEE,P,H,DEM,,NONE,H6CO01281,DEM,H
2026,C00911701,FERREIRA FOR US CONGRESS,P,H,DEM,,,H6VA08260,DEM,H
2026,C00911719,MARTIN PAUL,P,H,REP,,,H6NY04138,REP,H
2026,C00911727,NJS4CONGRESS,P,H,DEM,,NONE,H6NY04146,DEM,H
2026,C00911735,FLOYD TAYLOR FOR CONGRESS,P,H,IND,,NONE,H6IN09283,IND,H
2026,C00911743,JESSEJACKSONJRFORCONGRESS.COM,P,H,DEM,,NONE,H6IL02124,DEM,H
2026,C00911750,SOUTHERNS FOR AMERICA PAC,U,O,,,NONE,,,
2026,C00911768,JOHN HILL,P,H,DEM,,NONE,H6OH65018,DEM,H
2026,C00911776,KYLE LARSEN FOR IOWA,P,H,REP,,NONE,H6IA04191,REP,H
2026,C00911784,SEAN MCCANN FOR CONGRESS,P,H,DEM,,MCCANN VICTORY FUND,H6MI04204,DEM,H
2026,C00911800,HASSAN FOR MICHIGAN,P,H,REP,,NONE,H6MI08296,REP,H
2026,C00911818,ROUGHRIDER FUND,U,O,,,,,,
2026,C00911826,JAVI ANDRADE FOR CONGRESS,P,H,DEM,,NONE,H6TX10197,DEM,H
2026,C00911834,LOUD AND CLEAR PAC,U,V,,,NONE,,,
2026,C00911842,KINNEY FOR DC,P,H,DEM,,NONE,H6DC00170,DEM,H
2026,C00911859,FIRST CONGRESSIONAL DISTRICT DEMOCRATIC PARTY,U,X,DEM,,,,,
2026,C00911867,SAVE OUR DEMOCRACY GRAYS HARBOR,U,N,,,,,,
2026,C00911875,BREAKING BARRIERS PAC,U,V,,,NONE,,,
2026,C00911883,GEORGIA NEXUS FUTURES FUND,U,V,,,NONE,,,
2026,C00911891,DOLTER FOR CONGRESS,P,H,DEM,,,H6IA02187,DEM,H
2026,C00911909,STAND STRONG TOGETHER PAC,U,O,,,NONE,,,
2026,C00911917,EMILY MORGUL'S COMMITTEE FOR HOPE,P,S,DEM,,NONE,S6TX00453,DEM,S
2026,C00911925,SAM,P,H,DEM,,,H6NJ09272,DEM,H
2026,C00911933,JOSHUA MCKEE FOR CONGRESS,P,H,REP,,MCKEE VICTORY FUND,H6AL02175,REP,H
2026,C00911941,KILLIN FOR COLORADO,P,H,DEM,,KILLIN IT VICTORY FUND,H6CO05324,DEM,H
2026,C00911958,HALPIN FOR CONGRESS,P,H,DEM,,NONE,H6NY02140,DEM,H
2026,C00911966,ROBIN PEGUERO FOR CONGRESS,P,H,DEM,,NONE,H6FL27072,DEM,H
2026,C00911974,RYAN SHERIDAN FOR MISSOURI,P,H,REP,,,H6MO02335,REP,H
2026,C00911982,JENA NELSON FOR CONGRESS,P,H,DEM,,NONE,H6OK05293,DEM,H
2026,C00911990,ERBECK FOR OHIO,P,H,REP,,NONE,H6OH01161,REP,H
2026,C00912006,MARSHALL FOR CONGRESS,P,H,DEM,,NONE,H6TX10205,DEM,H
2026,C00912014,CRYSTAL FOR CONGRESS,P,H,DEM,,,H6NE02257,DEM,H
2026,C00912022,LONE STAR FUTURES,U,O,,,NONE,,,
2026,C00912030,FAITH VOTES SOUTH,U,N,,,NONE,,,
2026,C00912048,JOSH CORTEZ VICTORY,J,N,,,,,,
2026,C00912055,ERIC SMALL FOR CONGRESS,P,H,REP,,,H6ME01272,REP,H
2026,C00912063,ANDRE JAHMERE MCKOY JR,P,P,LIB,,NONE,P80008048,LIB,P
2026,C00912071,SHELBY CAMPBELL FOR CONGRESS,P,H,DEM,,NONE,H6MI13270,DEM,H
2026,C00912089,PYATI FOR ILLINOIS,P,H,DEM,,,H6IL09319,DEM,H
2026,C00912097,DAN INNIS FOR SENATE,P,S,REP,,,S6NH00174,REP,S
2026,C00912105,KISHLA ASKINS FOR CONGRESS,P,H,DEM,,NEW POLITICS NEXT MISSION FUND,H6NE02224,DEM,H
2026,C00912113,HEIGHTS FOR ALL,U,O,,,NONE,,,
2026,C00912121,OUMOU DIALLO FOR CONGRESS,P,H,IND,,NONE,H6KY03215,IND,H
2026,C00912147,DR. JASMEET BAINS FOR CONGRESS,P,H,DEM,,314 ACTION IMPACT SLATE,H6CA22208,DEM,H
2026,C00912154,OHIO CITIZEN ACTION MOBILIZATION PAC,U,N,,,NONE,,,
2026,C00912162,MARVALETTE HUNTER CAMPAIGN,P,H,DEM,,NONE,H6TX38024,DEM,H
2026,C00912170,CAROLINA COURAGE,U,O,,,NONE,,,
2026,C00912188,FRIENDS OF MICHAEL MCCORD,P,H,DEM,,,H6GA01133,DEM,H
2026,C00912196,PRESTON FOR CONGRESS,P,H,DEM,,NONE,H6IL02363,DEM,H
2026,C00912204,RAINMAKER TECHNOLOGY CORPORATION PAC,B,N,,C,,,,
2026,C00912212,JENNA PRESTON FOR COLORADO,P,H,DEM,,,H6CO04228,DEM,H
2026,C00912220,ALEXANDER FOR TEXAS,P,S,DEM,,,,,
2026,C00912238,COMMITTEE FOR MARCUS LEWIS FOR CONGRESS,P,H,REP,,NONE,H2IL01307,,
2026,C00912246,ERIC FLORES FOR CONGRESS,P,H,REP,,DEFEND OUR MAJORITY,H6TX34080,REP,H
2026,C00912253,KITA FOR CONGRESS,P,H,REP,,,H6IL07388,REP,H
2026,C00912261,ZACH DEMBO FOR CONGRESS,P,H,DEM,,TUREK DEMBO VICTORY FUND,H6KY06184,DEM,H
2026,C00912279,EVAN MUNSING FOR CONGRESS,P,H,DEM,,NONE,H6CO08088,DEM,H
2026,C00912287,SALAAM BHATTI FOR CONGRESS,P,H,DEM,,NONE,H6VA01232,DEM,H
2026,C00912295,DR. CUELLAR FOR CONGRESS,P,H,DEM,,NONE,H6TX15238,DEM,H
2026,C00912303,ALVARADO FOR KENTUCKY,P,H,REP,,ALVARADO VICTORY COMMITTEE,H6KY06192,REP,H
2026,C00912311,CONROY FOR CONGRESS,P,H,REP,,CONROY OHIO VICTORY,H6OH01138,REP,H
2026,C00912329,SAVING AMERICA'S FUTURE INC.,U,O,,,NONE,,,
2026,C00912337,RED BRIDGE LEADERSHIP PAC,U,O,,,CONROY OHIO VICTORY,,,
2026,C00912345,COMMITTEE TO ELECT ZACK HUFFMAN,P,H,DEM,,,H6AR02294,DEM,H
2026,C00912360,BLACKNBROWN ACTION FUND,U,O,,,NONE,,,
2026,C00912378,COOPER FOR CONGRESS,P,H,REP,,,H6TN07278,REP,H
2026,C00912386,CONROY OHIO VICTORY,J,N,,,NONE,,,
2026,C00912394,RED ROOTS FUND,D,N,,,CONROY OHIO VICTORY,,,
2026,C00912402,KIM LABRANCHE,P,S,W,,NONE,S6LA00557,W,S
2026,C00912410,MORLAN FOR CONGRESS,P,H,REP,,NONE,H6MN01216,REP,H
2026,C00912428,DREW COX FOR INDIANA,P,H,DEM,,NONE,H6IN04193,DEM,H
2026,C00912436,YELLOWBANKS POLITICAL ACTION COMMITTEE LLC,U,O,,,NONE,,,
2026,C00912444,NEW JERSEY VOICES AND FAMILIES,U,O,,,NONE,,,
2026,C00912451,SPACESHIP EARTH PAC,D,N,,,,,,
2026,C00912469,SOLIS FOR CONGRESS,P,H,DEM,,,H6MD05263,DEM,H
2026,C00912477,CLEAR VOICE MINNESOTA,U,O,,,NONE,,,
2026,C00912485,CHRISTOPHER WHITCOMB FOR CONGRESS 2026,P,H,IND,,NONE,H6WV02168,IND,H
2026,C00912543,FIGHT PAC,D,Q,,,,,,
2026,C00912550,ELLMAN FOR CONGRESS,P,H,DEM,,NONE,H6NY24219,DEM,H
2026,C00912568,"INKIT, INC POLITICAL ACTION COMMITTEE",U,N,,C,"INKIT, INC.",,,
2026,C00912576,ED FITZGERALD FOR CONGRESS,P,H,DEM,,,H6OH07143,DEM,H
2026,C00912584,DR. KELLY ESTI FOR CONGRESS INC,P,H,DEM,,,H6GA08138,DEM,H
2026,C00912592,ACCOUNTABLE CARE PAC,U,V,,,NONE,,,
2026,C00912600,TOMMY BARNES FOR CONGRESS COMMITTEE,P,H,REP,,NONE,H6AL04155,REP,H
2026,C00912618,MIMS,U,N,,,NONE,,,
2026,C00912626,"SCHNEIDER ELECTRIC USA, INC. PAC (SCHNEIDER ELECTRIC USA PAC)",B,N,,C,"SCHNEIDER ELECTRIC USA, INC.",,,
2026,C00912634,THE NINTH PROJECT,U,O,,,NONE,,,
2026,C00912642,UNRIGGED PAC,U,N,DEM,,,H6TN07195,DEM,H
2026,C00912659,HOSKINS FOR IL 7,P,H,DEM,,NONE,H6IL07396,DEM,H
2026,C00912667,GHUSAR FOR CONGRESS,P,H,REP,,,H6CA08223,REP,H
2026,C00912675,PIERRE WHATLEY FOR CONGRESS,P,H,DEM,,NONE,H6GA13096,DEM,H
2026,C00912683,FRIENDS OF MARY JANE,U,N,,,NONE,,,
2026,C00912691,PETER BLACK FOR OREGON,P,H,DEM,,,H6OR02223,DEM,H
2026,C00912709,BENJAMIN COBB FOR PRESIDENT,P,P,IND,,NONE,P80008055,IND,P
2026,C00912717,QUINCY L BROWN & ASSOCIATES,P,P,DCG,,NONE,,,
2026,C00912725,DANICA FOR ILLINOIS,P,H,DEM,,,H6IL07404,DEM,H
2026,C00912733,USA LIBERATION PARTY,U,X,W,,NONE,,,
2026,C00912741,GAGE STILLS FOR CONGRESS,P,H,DEM,,,H6WI01275,DEM,H
2026,C00912758,FRIENDS OF ERICKA KOPP,P,H,DEM,,,H6VA01240,DEM,H
2026,C00912766,WILT FOR TENNESSEE,P,H,REP,,NONE,,,
2026,C00912774,JACK PERRY FOR CONGRESS,P,H,DEM,,,H6CT01198,DEM,H
2026,C00912782,KATHERINE ALEMAN FOR CONGRESS,P,H,DEM,,,H6CA41315,DEM,H
2026,C00912790,BE MORE WITH PJ,P,H,UN,,,,,
2026,C00912808,GREGG POOLE FOR THE 09,P,H,REP,,NONE,H6GA09276,REP,H
2026,C00912816,JOELY FAREN KING,P,H,DEM,,NONE,H6IL01209,DEM,H
2026,C00912824,ERIC PRATT FOR MINNESOTA COMMITTEE,P,H,REP,,NONE,H6MN02263,REP,H
2026,C00912832,FRIENDS OF VALENTINA E MENDOZA,P,H,DEM,,,H6NJ07268,DEM,H
2026,C00912840,PERRY MEADE FOR CONGRESS,P,H,DEM,,NONE,H6CA40374,DEM,H
2026,C00912857,MIXON FOR SENATE,J,N,,,NONE,S6TN00331,FED,S
2026,C00912865,OHIO FLYER PAC,U,O,,,TEAM HUSTED,,,
2026,C00912873,READY TO FIGHT PAC,D,Q,,,,,,
2026,C00912881,JOSHUA QUALLS FOR PRESIDENT,P,P,DEM,,NONE,P60024346,DEM,P
2026,C00912899,THE COMMITTEE TO ELECT CHRIS JONES,P,H,DEM,,NONE,H6AR02286,DEM,H
2026,C00912907,DUCKWORTH KIM VICTORY FUND,J,S,,,,,,
2026,C00912915,TIMMER FOR PRESIDENT 2028,P,P,W,,NONE,P80008063,W,P
2026,C00912923,LONE STAR PAC,U,O,,,,,,
2026,C00912931,THURMON FOR CONGRESS,P,H,DEM,,NONE,H6MO03366,DEM,H
2026,C00912949,LAWRENCE FOR CONGRESS,P,H,DEM,,,H6NC11230,DEM,H
2026,C00912956,ASHTABULA COUNTY REPUBLICAN PARTY - FEDERAL,U,X,REP,,,,,
2026,C00912964,FRIENDS OF AIMEE CARRASCO,P,H,REP,,,H6TX32134,REP,H
2026,C00912972,MAGA.COM PAC,U,O,,,,,,
2026,C00912980,MIKE PRUITT FOR CONGRESS,P,H,DEM,,NONE,H6VA05167,DEM,H
2026,C00912998,CLINT FOR IOWA,P,H,DEM,,NONE,H6IA02195,DEM,H
2026,C00913004,RHODES FOR IOWA,P,H,REP,,NONE,H6IA04209,REP,H
2026,C00913012,DEMOCRATIC ACTION NETWORK,B,V,,,NONE,,,
2026,C00913020,SOUTH DAKOTA VALUES PAC,U,O,,,TEAM JACKLEY,,,
2026,C00913038,RON KINCAID FOR SENATE,P,S,DEM,,NONE,S6OH00361,DEM,S
2026,C00913046,CHRIS STEPHENS FOR CONGRESS,P,H,DEM,,NONE,H6GA12072,DEM,H
2026,C00913061,GILLES DUPONT,P,P,DEM,,NONE,,,
2026,C00913079,NATIONAL OILSEED PROCESSORS ASSOCIATION PAC (NOPA PAC),B,N,,T,,,,
2026,C00913087,BATTLEGROUND ALLIANCE PAC,U,O,,,NONE,,,
2026,C00913095,KATHYDURHAMFORCONGRESS,P,H,DEM,,,H6NV02289,DEM,H
2026,C00913103,A STRONG AMERICA PAC,U,O,,,NONE,,,
2026,C00913111,EMERGENCY COMMITTEE TO SAVE NYC,U,O,,,,,,
2026,C00913129,"ROBERT THOMAS FOR U. S. CONGRESS, DISTRICT 22",P,H,DEM,,,H0TX14184,DEM,H
2026,C00913137,CATALANO FOR AMERICA 2028,P,P,IND,,NONE,P80008089,IND,P
2026,C00913152,"PROLACTA BIOSCIENCE, INC. POLITICAL ACTION COMMITTEE (PROLACTA PAC)",B,N,,C,"PROLACTA BIOSCIENCE, INC.",,,
2026,C00913160,COMMITTEE TO ELECT RALEY,P,H,DEM,,NONE,,,
2026,C00913178,LEAGUE OF LABOR VOTERS,U,V,,,NONE,,,
2026,C00913186,DELUZIO STELSON VICTORY FUND 2026,J,H,,,NONE,,,
2026,C00913194,C WIRTH FOR CONGRESS,P,H,DEM,,NONE,H6IN06230,DEM,H
2026,C00913202,FOR THE FUTURE VICTORY FUND,U,N,,,NONE,,,
2026,C00913210,PAC PUNCH,U,O,,,NONE,,,
2026,C00913228,THE PEOPLE FOR RONALD EVANS,P,S,IND,,NONE,S6TX00446,IND,S
2026,C00913236,TAKANO VICTORY FUND,J,N,,,NONE,,,
2026,C00913244,THE EMPIRE,P,H,IND,,NONE,,,
2026,C00913251,DAMJAN DENOBLE - THE NEXT GENERATION CT-03,P,H,DEM,,,H6CT03186,DEM,H
2026,C00913269,"HONOR, DUTY & DISCIPLINE PAC",U,O,,,NONE,,,
2026,C00913277,DARREN MCAULEY FOR CONGRESS,P,H,DEM,,NONE,H6FL15192,DEM,H
2026,C00913285,WHILDEN FOR CONGRESS,P,H,DEM,,NONE,,,
2026,C00913293,ANNE FOR KANSAS,P,S,DEM,,NONE,S6KS00239,DEM,S
2026,C00913301,DARDEN COPELAND FOR CONGRESS,P,H,DEM,,NONE,H6TN07286,DEM,H
2026,C00913319,AYERS FOR CONGRESS,P,H,REP,,,H6NC03195,REP,H
2026,C00913327,LUX FOR MONTANA,P,H,DEM,,NONE,H6MT02143,DEM,H
2026,C00913335,CORTEZ MASTO SENATE VICTORY,J,N,,,NONE,,,
2026,C00913343,BRENDYN MORGAN CAMPAIGN,P,H,DEM,,NONE,H6IL16124,DEM,H
2026,C00913350,MELISSA BIRD FOR CONGRESS,P,H,DEM,,,H6OR04245,DEM,H
2026,C00913368,ALEXANDER_2026,P,H,DEM,,NONE,H6NJ02244,DEM,H
2026,C00913376,BRADSTOCK FOR CONGRESS,P,H,DEM,,NONE,H6PA14200,DEM,H
2026,C00913384,COMMITTEE FOR MS ROSEMARY,P,H,REP,,NONE,H6OH01146,REP,H
2026,C00913392,PROGRESS & PROSPERITY PAC INC.,U,O,,,,,,
2026,C00913400,SHARON BROWN FOR CONGRESS,P,H,REP,,,H6CA04206,REP,H
2026,C00913418,MESSIAH FIRST FOR AMERICA PAC,U,O,,,,,,
2026,C00913426,CONSERVATIVE REFORM FUND,U,O,,,NONE,,,
2026,C00913434,ERIC YONCE FOR US HOUSE OF REPRESENTATIVES,P,H,DEM,,NONE,H6FL06340,DEM,H
2026,C00913442,SCANLON FOR COLORADO,P,S,DEM,,,S6CO00457,DEM,S
2026,C00913459,HURD VICTORY FUND,J,N,,,NONE,,,
2026,C00913467,NEW POLITICS HELLCATS,J,H,,,,,,
2026,C00913475,NICK FOR ISRAEL FOR CONGRESS,P,H,DEM,,NONE,H6NJ05213,DEM,H
2026,C00913483,MATHEW L. MILES FOR CONGRESS,P,H,DEM,,NONE,,,
2026,C00913491,DON LEONARD FOR OHIO,P,H,DEM,,IMPOSSIBLE TO INEVITABLE,H6OH15112,DEM,H
2026,C00913509,WITH US,U,V,,,NONE,,,
2026,C00913525,UNITED AMERICAN PARTY,U,X,UC,,NONE,,,
2026,C00913533,M VISIONARIES PAC,U,N,,,NONE,,,
2026,C00913541,SCOTT BEST FOR CONGRESS,P,H,DEM,,NONE,H6IL16132,DEM,H
2026,C00913558,FRIENDS OF DAVID REDKEY,P,H,GRE,,NONE,H6AZ01322,GRE,H
2026,C00913566,COOPER FOR NORTH CAROLINA,P,S,DEM,,,S6NC00407,DEM,S
2026,C00913574,COOPER VICTORY FUND,J,N,,,,,,
2026,C00913582,PETER CROSBY FOR CONGRESS,P,H,DEM,,NONE,H6UT01160,DEM,H
2026,C00913590,NC COOPER SENATE VICTORY,J,N,,,NONE,,,
2026,C00913608,AMERICAN MUSLIM PUBLIC AFFAIRS COMMITTEE FREEDOM,U,N,,,NONE,,,
2026,C00913616,DEFORD FOR CONGRESS,P,H,DEM,,NONE,H6SC01227,DEM,H
2026,C00913624,PAUL DANS FOR SENATE,P,S,REP,,NONE,S6SC04296,REP,S
2026,C00913632,GINO BULSO FOR CONGRESS,P,H,REP,,,H6TN07294,REP,H
2026,C00913640,KRISTIN WOOD-HEGNER FOR ABQ SCHOOL BOARD,A,P,DEM,,,,,
2026,C00913657,UPPER POTTSGROVE UNITED,U,N,,,NONE,,,
2026,C00913665,"ANNALISA STRAVATO FOR PRINCIPLES, INTEGRITY, REPUBLICAN EMPOWERMENT ASPIRE",D,N,,,,,,
2026,C00913673,COMMITTEE TO ELECT JEROMIE WHALEN,P,H,DEM,,NONE,H6MA01120,DEM,H
2026,C00913681,FRANKLIN COUNTY REPUBLICAN PARTY,U,X,REP,,NONE,,,
2026,C00913699,DELIVERING FOR AMERICA PAC,U,O,,,NONE,,,
2026,C00913707,BLUESTEM BIOSCIENCES INC PAC,B,N,,C,BLUESTEM BIOSCIENCES INC,,,
