rank,committee,resolved_name,n_gifts,dollars,sources,state,cmte_tp,org_tp,connected_org,cum_pct_of_untagged,side,labor,corporate_trade,confidence,evidence,source_url,entity_type,proposed_by,reviewed
3180,C00245530,AMERICAN SOCIETY OF HELATH SYSTEM PHARMACISTS,2,500.0,fec,in_master_no_party,Q,M,AMERICAN SOCIETY OF HELATH SYSTEM PHARMACISTS,99.16,,false,true,high,Professional or employer trade association PAC rather than a labor union and its giving goes to legislators of both parties,,trade_assoc_pac,rule-engine-v2 (trade_assoc:name),yes
3181,C00297739,C00297739,2,3250.0,fec,in_master_no_party,Q,T,,99.17,,false,true,medium,Could not resolve this FEC ID to a name but org_tp T marks it as a trade association PAC which funds both parties,,trade_assoc_pac,web-research-v2-2026-08-10,yes
3182,C00283135,NATIONAL ASSOCIATION OF HEALTH UNDERWRITERS,2,300.0,fec,in_master_no_party,Q,M,NATIONAL ASSOCIATION OF HEALTH UNDERWRITERS,99.17,,false,true,high,PAC of the National Association of Health Underwriters an insurance industry trade association,,trade_assoc_pac,web-research-v2-2026-08-10,yes
3183,MARVIN WILLIAMS FOR GOVERNOR 2026,,2,2000.0,nyboe,not_in_fec_master,,,,99.17,,false,false,low,No identifiable gubernatorial candidate named Marvin Williams could be confirmed for a New York ballot line,,candidate,web-research-v2-2026-08-10,yes
3184,PIA RAYMOND 2017,,2,1050.0,nyboe,in_master_no_party,,,,99.17,,false,false,low,No party affiliation could be confirmed for a candidate named Pia Raymond,,candidate,carried-forward:committees_tagged:name,yes
3185,C00884239,C00884239,2,350.0,fec,in_master_no_party,O,,NONE,99.17,,false,false,low,Could not resolve this FEC ID to a committee name though cmte_tp O marks it as an independent-expenditure-only super PAC,,ideological_pac,web-research-v2-2026-08-10,yes
3186,COMMITTEE TO ELECT DR. GREEN,,2,30.0,nyboe,in_master_no_party,,,,99.17,,false,false,low,Could not identify the candidate behind this committee so no party line can be assigned,,candidate,carried-forward:committees_tagged:name,yes
3187,COMMITTEE TO ELECT DEBORAH KEARNS,,2,750.0,nyboe,in_master_no_party,,,,99.17,,false,false,medium,Judicial campaign committee for Deborah Kearns who serves on the Albany County Surrogates Court and New York judicial races are routinely cross-endorsed by both major parties,,candidate,carried-forward:committees_tagged:name,yes
3188,COMMITTEE TO ELECT MICHELE DAVILA BRONX CIVIL COURT JUDGE,,2,150.0,nyboe,in_master_no_party,,,,99.17,,false,false,medium,Michele Davila is a New York judicial candidate and these races are routinely cross-endorsed by both major parties so no side is assigned,,candidate,carried-forward:committees_tagged:name,yes
3189,NEW PALTZ WORKING TOGETHER,,2,150.0,nyboe,in_master_no_party,,,,99.18,,false,false,low,Local New Paltz slate committee with no identifiable party sponsor,,other,carried-forward:committees_tagged:name,yes
3190,ALEXIS FOR NEW YORK,,2,405.0,nyboe,not_in_fec_master,,,,99.18,,false,false,low,No New York candidate could be identified from the single first name Alexis,,candidate,web-research-v2-2026-08-10,yes
3191,FRIENDS OF DAN ROSS,,2,262.0,nyboe,in_master_no_party,,,,99.18,,false,false,low,Small campaign committee whose candidate could not be identified from the name alone so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3192,C00335257,"INTERNATIONAL HEALTH, RACQUET & SPORTSCLUB ASSOCIATION",2,10000.0,fec,in_master_no_party,Q,T,"INTERNATIONAL HEALTH, RACQUET & SPORTSCLUB ASSOCIATION",99.18,,false,true,high,FEC registers this committee with organization type T meaning a trade association so it is an industry PAC that funds candidates of both parties,,trade_assoc_pac,rule-engine-v2 (fec:org_tp=trade_assoc),yes
3193,C00896860,LOCAL DEMOCRACY PROJECT,2,1000.0,fec,in_master_no_party,V,,,99.18,,false,false,low,Hybrid PAC resolved by name only whose sponsor and partisan alignment could not be established,,ideological_pac,web-research-v2-2026-08-10,yes
3194,C00889766,C00889766,2,1300.0,fec,in_master_no_party,N,,,99.18,,false,false,low,Could not resolve this FEC ID to a committee name so no sponsor or party could be identified,,other,web-research-v2-2026-08-10,yes
3195,ISHTIAQTHEPEOPLESFIGHTER,,2,25.0,nyboe,in_master_no_party,,,,99.18,,false,false,low,Could not identify the candidate behind this committee so no party line can be assigned,,candidate,carried-forward:committees_tagged:name,yes
3196,ILANA MARCUS FOR SUPREME COURT,,2,300.0,nyboe,not_in_fec_master,,,,99.19,,false,false,medium,Ilana Marcus is a New York City judicial candidate and judicial races are routinely cross-endorsed by both parties,,candidate,web-research-v2-2026-08-10,yes
3197,ILANA MARCUS FOR CIVIL COURT,,2,125.0,nyboe,in_master_no_party,,,,99.19,,false,false,medium,New York judicial candidates are routinely cross-endorsed by both major parties so no side is assigned,,candidate,carried-forward:committees_tagged:name,yes
3198,C00741553,C00741553,2,2000.0,fec,in_master_no_party,N,,NONE,99.19,,false,false,low,Could not resolve this FEC ID to a committee name so no sponsor or party could be identified,,other,web-research-v2-2026-08-10,yes
3199,C00730390,SARA GIDEON VICTORY FUND,2,10250.0,fec,in_master_no_party,N,,NONE,99.19,DEM,false,false,high,Joint fundraising committee of Sara Gideon who was the Democratic nominee for US Senate in Maine,,joint_fundraising,web-research-v2-2026-08-10,yes
3200,C00729236,C00729236,2,500.0,fec,in_master_no_party,N,,,99.19,,false,false,low,Could not resolve this FEC ID to a committee name so no sponsor or party could be identified,,other,web-research-v2-2026-08-10,yes
3201,SKINNER FOR SUPREME COURT,,2,200.0,nyboe,not_in_fec_master,,,,99.19,,false,false,medium,A Supreme Court candidate named Skinner and New York judicial races are routinely cross-endorsed by both parties,,candidate,web-research-v2-2026-08-10,yes
3202,ALLISON MCGAHAY FOR SUPREME COURT JUSTICE,,2,2500.0,nyboe,in_master_no_party,,,,99.19,,false,false,medium,New York judicial candidates are routinely cross-endorsed by both major parties so no side is assigned,,candidate,carried-forward:committees_tagged:name,yes
3203,ALLIANCE FOR ALL,,2,400.0,nyboe,in_master_no_party,,,,99.19,,false,false,low,No identifiable sponsor or affiliation found for this committee name,,other,carried-forward:committees_tagged:name,yes
3204,NICK MOYNE FOR CIVIL COURT,,2,700.0,nyboe,in_master_no_party,,,,99.2,,false,false,medium,Judicial campaign committee for Nick Moyne for Civil Court and New York judicial races are routinely cross-endorsed by both major parties,,candidate,carried-forward:committees_tagged:name,yes
3205,NICHOLASREYESFORNY29,,2,120.0,nyboe,in_master_no_party,,,,99.2,,false,false,low,Could not identify the candidate behind this committee so no party line can be assigned,,candidate,carried-forward:committees_tagged:name,yes
3206,COMMITTEE TO ELECT ELIZABETH AHERNE,,2,75.0,nyboe,in_master_no_party,,,,99.2,,false,false,low,Could not identify the candidate behind this committee so no party line can be assigned,,candidate,carried-forward:committees_tagged:name,yes
3207,"ADLER, AMBER",,2,43.0,nyccfb,not_in_fec_master,,,,99.2,DEM,false,false,medium,Amber Adler ran in the Democratic primary for City Council District 48 in southern Brooklyn,,candidate,web-research-v2-2026-08-10,yes
3208,TAMARA FOR NY,,2,550.0,nyboe,in_master_no_party,,,,99.2,,false,false,low,Committee identified only by a first name which is not enough to identify the candidate or party,,candidate,carried-forward:committees_tagged:name,yes
3209,"TABACCO, JOHN",,2,61.9,nyccfb,not_in_fec_master,,,,99.2,,false,false,medium,John Tabacco ran for New York City Comptroller in 2021 on the Libertarian and Independent lines after being disqualified from the Republican primary and neither line folds to a major party,https://ballotpedia.org/John_Tabacco,candidate,web-research-v2-2026-08-10,yes
3210,"SZUSZKIEWICZ, MARK",,2,85.0,nyccfb,not_in_fec_master,,,,99.2,REP,false,false,high,Mark Szuszkiewicz was the Republican nominee for Assembly District 46 and the Republican candidate for City Council District 47 in Coney Island,https://ballotpedia.org/Mark_Szuszkiewicz,candidate,web-research-v2-2026-08-10,yes
3211,C00566174,C00566174,2,350.0,fec,in_master_no_party,Q,,NONE,99.21,,false,false,low,Could not resolve this FEC ID to a committee name so no sponsor or party could be identified,,other,web-research-v2-2026-08-10,yes
3212,"SIMMONS, JESSICA",,2,200.0,nyccfb,not_in_fec_master,,,,99.21,,false,false,low,Minor New York City Campaign Finance Board candidate filer whose office sought and ballot line could not be identified so no side is assigned,,candidate,web-research-v2-2026-08-10,yes
3213,SIFFERT FOR ASSEMBLY,,2,250.0,nyboe,in_master_no_party,,,,99.21,,false,false,low,Small campaign committee whose candidate could not be identified from the name alone so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3214,C00724369,C00724369,2,1000.0,fec,in_master_no_party,H,,,99.21,,false,false,low,Could not resolve this FEC ID to a committee name though cmte_tp H marks it as a House principal campaign committee,,candidate,web-research-v2-2026-08-10,yes
3215,C00737197,C00737197,2,750.0,fec,in_master_no_party,Q,,NONE,99.21,,false,false,low,Could not resolve this FEC ID to a committee name so no sponsor or party could be identified,,other,web-research-v2-2026-08-10,yes
3216,C00737148,BATTLEGROUND IOWA 2020,2,6000.0,fec,in_master_no_party,H,,,99.21,DEM,false,false,high,Joint fundraising committee for Iowa Democrats Theresa Greenfield JD Scholten Rita Hart Cindy Axne and Abby Finkenauer,https://www.fec.gov/data/committee/C00737148/,joint_fundraising,web-research-v2-2026-08-10,yes
3217,JOHN ANTHONY MASSARO,,2,700.0,nyboe,not_in_fec_master,,,,99.21,,false,false,low,No New York officeholder or candidate named John Anthony Massaro could be identified,,candidate,web-research-v2-2026-08-10,yes
3218,INVICTUS USA,,2,240.0,nyboe,in_master_no_party,,,,99.21,,false,false,low,Committee name gives no identifiable sponsor or candidate,,ideological_pac,carried-forward:committees_tagged:name,yes
3219,C00357129,AMERICAN ASSOCIATION FOR HOMECARE,2,500.0,fec,in_master_no_party,Q,T,AMERICAN ASSOCIATION FOR HOMECARE,99.22,,false,true,high,FEC registers this committee with organization type T meaning a trade association so it is an industry PAC that funds candidates of both parties,,trade_assoc_pac,rule-engine-v2 (fec:org_tp=trade_assoc),yes
3220,C00299701,MCDERMOTT PAC,2,7500.0,fec,in_master_no_party,Q,,NONE,99.22,,false,true,high,Lobbyist and registrant PAC of the law firm McDermott Will and Emery which gives to incumbents of both parties,https://www.fec.gov/data/committee/C00299701/,corporate_pac,web-research-v2-2026-08-10,yes
3221,STRADFORD FOR SENATE,,2,150.0,nyboe,in_master_no_party,,,,99.22,,false,false,low,No identifiable candidate found for this committee name so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3222,C00660068,C00660068,2,1333.0,fec,in_master_no_party,N,,,99.22,,false,false,low,Could not resolve this FEC ID to a committee name so no sponsor or party could be identified,,other,web-research-v2-2026-08-10,yes
3223,TORI FOR BROOKLYN,,2,200.0,nyboe,in_master_no_party,,,,99.22,,false,false,low,Committee gives only a first name and no matching Brooklyn candidate could be identified,,candidate,carried-forward:committees_tagged:name,yes
3224,TOM FOR 52,,2,35.0,nyboe,in_master_no_party,,,,99.22,,false,false,low,Committee identified only by a first name which is not enough to identify the candidate or party,,candidate,carried-forward:committees_tagged:name,yes
3225,"PARKER, CHRISTINE",,2,125.0,nyccfb,not_in_fec_master,,,,99.22,,false,false,low,Minor New York City Campaign Finance Board candidate filer whose office sought and ballot line could not be identified so no side is assigned,,candidate,web-research-v2-2026-08-10,yes
3226,C00952440,C00952440,2,2000.0,fec,in_master_no_party,N,,NONE,99.22,,false,false,low,Could not resolve this FEC ID to a committee name so no sponsor or party could be identified,,other,web-research-v2-2026-08-10,yes
3227,"CAPANO, ROBERT P",,2,300.0,nyccfb,not_in_fec_master,,,,99.23,REP,false,false,medium,Robert Capano is a Brooklyn Republican who ran for City Council District 43 in Bay Ridge on the Republican line,,candidate,web-research-v2-2026-08-10,yes
3228,CAMPAIGN TO ELECT JOHN RUBBO,,2,400.0,nyboe,in_master_no_party,,,,99.23,,false,false,low,No officeholder or candidate named John Rubbo could be identified,,candidate,carried-forward:committees_tagged:name,yes
3229,CAMPAIGN TO ELECT ADAM JARRETT,,2,2.0,nyboe,not_in_fec_master,,,,99.23,,false,false,low,No New York officeholder or candidate named Adam Jarrett could be identified,,candidate,web-research-v2-2026-08-10,yes
3230,C00938399,C00938399,2,712.0,fec,in_master_no_party,N,,,99.23,,false,false,low,Could not resolve this FEC ID to a committee name so no sponsor or party could be identified,,other,web-research-v2-2026-08-10,yes
3231,C00830786,C00830786,2,1500.0,fec,in_master_no_party,N,,NONE,99.23,,false,false,low,Could not resolve this FEC ID to a committee name so no sponsor or party could be identified,,other,web-research-v2-2026-08-10,yes
3232,C00829903,C00829903,2,75.0,fec,in_master_no_party,V,,NONE,99.23,,false,false,low,Could not resolve this FEC ID to a committee name and the hybrid PAC type gives no partisan signal,,other,web-research-v2-2026-08-10,yes
3233,A GUY FROM THE BRONX,,2,150.0,nyboe,in_master_no_party,,,,99.23,,false,false,low,No identifiable sponsor or affiliation found for this committee name,,other,carried-forward:committees_tagged:name,yes
3234,XAMAYLA FOR PROGRESS,,2,100.0,nyboe,in_master_no_party,,,,99.24,,false,false,low,Could not identify the candidate behind this committee so no party line can be assigned,,candidate,carried-forward:committees_tagged:name,yes
3235,JERRICE EPPS FOR FAMILY COURT JUDGE,,2,200.0,nyboe,in_master_no_party,,,,99.24,,false,false,medium,Judicial campaign committee for Jerrice Epps in a Family Court race and New York judicial races are routinely cross-endorsed by both major parties,,candidate,carried-forward:committees_tagged:name,yes
3236,"JOHNSON, MONIQUE S",,2,350.0,nyccfb,not_in_fec_master,,,,99.24,,false,false,low,Minor New York City Campaign Finance Board candidate filer whose office sought and ballot line could not be identified so no side is assigned,,candidate,web-research-v2-2026-08-10,yes
3237,COMMITTEE TO ELECT JIM DEAN,,2,594.0,nyboe,in_master_no_party,,,,99.24,,false,false,low,Could not identify the candidate behind this committee so no party line can be assigned,,candidate,carried-forward:committees_tagged:name,yes
3238,NOBLES CRAWFORD FOR NY,,2,60.0,nyboe,in_master_no_party,,,,99.24,,false,false,low,Could not identify the candidate behind this committee so no party line can be assigned,,candidate,carried-forward:committees_tagged:name,yes
3239,2017 COMMITTEE TO ELECT GWEN GOODWIN,,1,35.0,nyboe,in_master_no_party,,,,99.24,,false,false,low,Gwen Goodwin ran repeatedly in East Harlem on different lines so her party cannot be fixed,,candidate,carried-forward:committees_tagged:name,yes
3240,A VOICE THAT WILL BE HEARD,,1,100.0,nyboe,in_master_no_party,,,,99.24,,false,false,low,Slogan committee with no identifiable sponsor,,other,carried-forward:committees_tagged:name,yes
3241,AARON STAYMAN FOR THE BRONX,,1,6.25,nyboe,in_master_no_party,,,,99.24,,false,false,low,No identifiable Bronx candidate named Aaron Stayman could be confirmed,,candidate,carried-forward:committees_tagged:name,yes
3242,ALTHEA & FRIENDS,,1,25.0,nyboe,in_master_no_party,,,,99.24,,false,false,low,Committee gives only a first name and no matching candidate could be identified,,candidate,carried-forward:committees_tagged:name,yes
3243,ALVARADO FOR YONKERS,,1,500.0,nyboe,in_master_no_party,,,,99.24,,false,false,low,Surname only Yonkers committee that cannot be matched to a specific candidate,,candidate,carried-forward:committees_tagged:name,yes
3244,AKEEM FOR MAYOR,,1,25.0,nyboe,in_master_no_party,,,,99.24,,false,false,low,Committee gives only a first name and no matching mayoral candidate could be identified,,candidate,carried-forward:committees_tagged:name,yes
3245,AKSHAY FOR ASSEMBLY,,1,60.0,nyboe,in_master_no_party,,,,99.25,,false,false,low,Committee gives only a first name and no matching Assembly candidate could be identified,,candidate,carried-forward:committees_tagged:name,yes
3246,WONG FOR NYC,,1,250.0,nyboe,in_master_no_party,,,,99.25,,false,false,low,Surname only New York City committee that cannot be matched to a specific candidate,,candidate,carried-forward:committees_tagged:name,yes
3247,WONICA FOR COUNCIL,,1,25.0,nyboe,in_master_no_party,,,,99.25,,false,false,low,No party line could be confirmed for a Staten Island council candidate named Wonica,,candidate,carried-forward:committees_tagged:name,yes
3248,WORKING FOR WOODBURY,,1,300.0,nyboe,not_in_fec_master,,,,99.25,,false,false,low,A local Woodbury slate committee with no identifiable party sponsor,,other,web-research-v2-2026-08-10,yes
3249,"WEST, BRANDON",,1,10.0,nyccfb,not_in_fec_master,,,,99.25,DEM,false,false,medium,Brandon West ran in the Democratic primary for City Council District 39 in Brooklyn,,candidate,web-research-v2-2026-08-10,yes
3250,WESTCHESTER COALITION FOR LEGAL ABORTION - PAC,,1,250.0,nyboe,not_in_fec_master,,,,99.25,DEM,false,false,medium,Westchester abortion rights PAC whose endorsements in New York go to Democratic candidates,,ideological_pac,web-research-v2-2026-08-10,yes
3251,WESTCHESTER JEWISH DEMOCRATS,,1,36.0,nyboe,not_in_fec_master,,,,99.25,DEM,false,false,high,The committee name identifies it as a Democratic Party organization club or campaign committee,,party_committee,rule-engine-v2 (party-name:DEM),yes
3252,AMERICAN PAKISTANI PUBLIC AFFAIRS COMMITTEE,,1,5000.0,nyboe,in_master_no_party,N,,NONE,99.25,,false,false,medium,Ethnic advocacy committee for Pakistani American interests which supports officeholders of both parties,,ideological_pac,carried-forward:committees_tagged:name,yes
3253,AMMITAI WOROB COMMITTEE TO ELECT FOR SENATE,,1,100.0,nyboe,in_master_no_party,,,,99.25,,false,false,low,No identifiable officeholder or candidate named Ammitai Worob could be confirmed,,candidate,carried-forward:committees_tagged:name,yes
3254,ANDREA FOR SENATE,,1,100.0,nyboe,in_master_no_party,,,,99.25,,false,false,low,Committee gives only a first name and several New York Andreas have run for Senate so no side can be assigned,,candidate,carried-forward:committees_tagged:name,yes
3255,ANDREAS MIGIAS FOR ASSEMBLY 2026,,1,100.0,nyboe,in_master_no_party,,,,99.25,,false,false,low,No identifiable candidate found for this committee name so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3256,ANGELA FOR AMHERST,,1,25.0,nyboe,in_master_no_party,,,,99.25,,false,false,low,No identifiable candidate found for this committee name so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3257,ANNA LEWIS FOR CIVIL COURT,,1,100.0,nyboe,in_master_no_party,,,,99.25,,false,false,medium,Judicial campaign committee and New York judicial races are routinely cross-endorsed by both major parties,,candidate,carried-forward:committees_tagged:name,yes
3258,HILTON'S FUTURE COMMITTEE,,1,20.0,nyboe,in_master_no_party,,,,99.25,,false,false,low,Committee name gives no identifiable candidate or sponsor,,other,carried-forward:committees_tagged:name,yes
3259,HOLLAND4COUNCIL2017,,1,50.0,nyboe,in_master_no_party,,,,99.25,,false,false,low,Surname only council committee that cannot be matched to a specific candidate,,candidate,carried-forward:committees_tagged:name,yes
3260,"HOPKINS, GERRY",,1,100.0,nyccfb,not_in_fec_master,,,,99.26,,false,false,low,Minor New York City Campaign Finance Board candidate filer whose office sought and ballot line could not be identified so no side is assigned,,candidate,web-research-v2-2026-08-10,yes
3261,HOUSING NEW YORK PAC,,1,3000.0,nyboe,in_master_no_party,,,,99.26,,false,false,low,No identifiable sponsor or affiliation found for this committee name,,other,carried-forward:committees_tagged:name,yes
3262,"HULBERT, CARMEN V",,1,40.0,nyccfb,not_in_fec_master,,,,99.26,,false,false,low,Minor New York City Campaign Finance Board candidate filer whose office sought and ballot line could not be identified so no side is assigned,,candidate,web-research-v2-2026-08-10,yes
3263,JOSH KRAVITZ 2021,,1,100.0,nyboe,in_master_no_party,,,,99.26,,false,false,low,No identifiable officeholder or candidate named Josh Kravitz could be confirmed,,candidate,carried-forward:committees_tagged:name,yes
3264,JOSH SHAPIRO FOR FAMILY COURT JUDGE,,1,100.0,nyboe,in_master_no_party,,,,99.26,,false,false,medium,Judicial campaign committee for a Family Court candidate named Josh Shapiro who is unrelated to the Pennsylvania governor and New York judicial races are routinely cross-endorsed by both major parties,,candidate,carried-forward:committees_tagged:name,yes
3265,JOSHUA SHAPIRO FOR VESTAL TOWN JUSTICE,,1,2.0,nyboe,not_in_fec_master,,,,99.26,,false,false,medium,A Vestal town justice candidate and New York judicial races are routinely cross-endorsed by both parties,,candidate,web-research-v2-2026-08-10,yes
3266,JUAN FOR MIDDLETOWN,,1,100.0,nyboe,in_master_no_party,,,,99.26,,false,false,low,No identifiable candidate found for this committee name so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3267,JOE FOR BROOKLYN 2026,,1,100.0,nyboe,in_master_no_party,,,,99.26,,false,false,low,Committee gives only a first name and no matching Brooklyn candidate could be identified,,candidate,carried-forward:committees_tagged:name,yes
3268,JOE TIRONE NYS SENATE,,1,250.0,nyboe,in_master_no_party,,,,99.26,,false,false,low,No identifiable State Senate candidate named Joe Tirone could be confirmed,,candidate,carried-forward:committees_tagged:name,yes
3269,ILYSSA FOR BROOKLYN,,1,52.0,nyboe,in_master_no_party,,,,99.26,,false,false,low,Committee gives only a first name and no matching Brooklyn candidate could be identified,,candidate,carried-forward:committees_tagged:name,yes
3270,"IMPERIALE, DASHIA",,1,25.0,nyccfb,not_in_fec_master,,,,99.26,,false,false,low,Minor New York City Campaign Finance Board candidate filer whose office sought and ballot line could not be identified so no side is assigned,,candidate,web-research-v2-2026-08-10,yes
3271,HOLMBERG FOR NEW YORK,,1,35.0,nyboe,in_master_no_party,,,,99.26,,false,false,low,Surname only statewide committee that cannot be matched to a specific candidate,,candidate,carried-forward:committees_tagged:name,yes
3272,J.J. KELLEY FOR SUPREME COURT,,1,1000.0,nyboe,in_master_no_party,,,,99.26,,false,false,medium,Judicial campaign committee for J.J. Kelley for State Supreme Court and New York judicial races are routinely cross-endorsed by both major parties,,candidate,carried-forward:committees_tagged:name,yes
3273,JACKY WONG 2026,,1,1000.0,nyboe,in_master_no_party,,,,99.26,,false,false,low,No identifiable candidate named Jacky Wong could be confirmed,,candidate,carried-forward:committees_tagged:name,yes
3274,"GOLLUSCIO, ELIZABETH A",,1,100.0,nyccfb,not_in_fec_master,,,,99.26,,false,false,low,Minor New York City Campaign Finance Board candidate filer whose office sought and ballot line could not be identified so no side is assigned,,candidate,web-research-v2-2026-08-10,yes
3275,GUZMAN4NEWYORK,,1,100.0,nyboe,not_in_fec_master,,,,99.27,,false,false,low,No New York officeholder or candidate named Guzman could be confirmed for this committee,,candidate,web-research-v2-2026-08-10,yes
3276,GRACE PARK FOR CIVIL COURT,,1,100.0,nyboe,in_master_no_party,,,,99.27,,false,false,medium,Judicial campaign committee and New York judicial races are routinely cross-endorsed by both major parties,,candidate,carried-forward:committees_tagged:name,yes
3277,HARLEM FOR TODD STEVENS,,1,1300.0,nyboe,in_master_no_party,,,,99.27,,false,false,low,No identifiable candidate named Todd Stevens could be confirmed,,candidate,carried-forward:committees_tagged:name,yes
3278,HARLEM TO THE HEIGHTS,,1,100.0,nyboe,in_master_no_party,,,,99.27,,false,false,low,Geographic committee name for the Harlem and Washington Heights area with no identifiable sponsor,,other,carried-forward:committees_tagged:name,yes
3279,"HARRIS, JOHN R",,1,50.0,nyccfb,not_in_fec_master,,,,99.27,,false,false,low,Minor New York City Campaign Finance Board candidate filer whose office sought and ballot line could not be identified so no side is assigned,,candidate,web-research-v2-2026-08-10,yes
3280,"HARRIS, KEITH",,1,25.0,nyccfb,not_in_fec_master,,,,99.27,,false,false,low,Minor New York City Campaign Finance Board candidate filer whose office sought and ballot line could not be identified so no side is assigned,,candidate,web-research-v2-2026-08-10,yes
3281,JUDGE KOBA FOR SUPREME COURT,,1,200.0,nyboe,in_master_no_party,,,,99.27,,false,false,medium,Judicial campaign committee and New York judicial races are routinely cross-endorsed by both major parties,,candidate,carried-forward:committees_tagged:name,yes
3282,JUDGE MCGOEY FOR WESTCHESTER,,1,100.0,nyboe,in_master_no_party,,,,99.27,,false,false,medium,Judicial campaign committee and New York judicial races are routinely cross-endorsed by both major parties,,candidate,carried-forward:committees_tagged:name,yes
3283,JUDGE MCGOVERN FOR JUSTICE,,1,250.0,nyboe,in_master_no_party,,,,99.27,,false,false,medium,Judicial campaign committee and New York judicial races are routinely cross-endorsed by both major parties,,candidate,carried-forward:committees_tagged:name,yes
3284,JUDGE NAZARIAN FOR OSWEGO COUNTY FAMILY COURT,,1,47.8,nyboe,in_master_no_party,,,,99.27,,false,false,medium,Judicial campaign committee and New York judicial races are routinely cross-endorsed by both major parties,,candidate,carried-forward:committees_tagged:name,yes
3285,JUDGE TAWIL FOR COUNTY COURT 2019,,1,100.0,nyboe,in_master_no_party,,,,99.27,,false,false,medium,Judicial campaign committee and New York judicial races are routinely cross-endorsed by both major parties,,candidate,carried-forward:committees_tagged:name,yes
3286,"JONES, ANTHONY T",,1,50.0,nyccfb,not_in_fec_master,,,,99.27,,false,false,low,Minor New York City Campaign Finance Board candidate filer whose office sought and ballot line could not be identified so no side is assigned,,candidate,web-research-v2-2026-08-10,yes
3287,JORDAN LESSER FOR ASSEMBLY,,1,50.0,nyboe,in_master_no_party,,,,99.27,,false,false,low,No identifiable Assembly candidate named Jordan Lesser could be confirmed,,candidate,carried-forward:committees_tagged:name,yes
3288,HELEN4NYS,,1,100.0,nyboe,in_master_no_party,,,,99.27,,false,false,low,Committee gives only a first name and no matching statewide candidate could be identified,,candidate,carried-forward:committees_tagged:name,yes
3289,"HENDERSON, JAMELL",,1,20.0,nyccfb,not_in_fec_master,,,,99.27,,false,false,low,Minor New York City Campaign Finance Board candidate filer whose office sought and ballot line could not be identified so no side is assigned,,candidate,web-research-v2-2026-08-10,yes
3290,FRIENDS OF ZAK CONSTANTINE,,1,10.0,nyboe,in_master_no_party,,,,99.27,,false,false,low,No New York officeholder or organization matching this committee name could be identified so no side is assigned,,candidate,carried-forward:committees_tagged:name,yes
3291,GELFAND-PERINE FOR UC LEGISLATURE,,1,1000.0,nyboe,in_master_no_party,,,,99.28,,false,false,low,Small campaign committee whose candidate could not be identified from the name alone so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3292,GEORGE FOR MAYOR,,1,100.0,nyboe,in_master_no_party,,,,99.28,,false,false,low,Surname-only mayoral committee that could match several candidates so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3293,GEORGE FOR QUEENS,,1,100.0,nyboe,in_master_no_party,,,,99.28,,false,false,low,Surname-only Queens committee that could match several candidates so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3294,GIBBONS GUIDING BROOKLYN WITHOUT LIMITS,,1,20.0,nyboe,in_master_no_party,,,,99.28,,false,false,low,Small campaign committee whose candidate could not be identified from the name alone so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3295,"JUNG, URSILA",,1,200.0,nyccfb,not_in_fec_master,,,,99.28,,false,false,low,Minor New York City Campaign Finance Board candidate filer whose office sought and ballot line could not be identified so no side is assigned,,candidate,web-research-v2-2026-08-10,yes
3296,JUSTIN SANCHEZ COMMITTEE TO ELECT FOR CITY COUNCIL,,1,27.0,nyboe,in_master_no_party,,,,99.28,,false,false,low,No identifiable candidate found for this committee name so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3297,JUDGE GORDON-OLIVER FOR FAMILY COURT,,1,250.0,nyboe,in_master_no_party,,,,99.28,,false,false,medium,Judicial campaign committee for Judge Gordon-Oliver in a Family Court race and New York judicial races are routinely cross-endorsed by both major parties,,candidate,carried-forward:committees_tagged:name,yes
3298,GIGI 2021,,1,100.0,nyboe,in_master_no_party,,,,99.28,,false,false,low,Nickname only committee whose candidate could not be identified so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3299,GINA ARENA FOR WESTCHESTER,,1,100.0,nyboe,in_master_no_party,,,,99.28,,false,false,low,Small campaign committee whose candidate could not be identified from the name alone so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
3300,GIPSON FOR NEW YORK,,1,218.0,nyboe,not_in_fec_master,,,,99.28,DEM,false,false,medium,Terry Gipson is the former Democratic New York State Senator from Dutchess County who later ran statewide as a Democrat,,candidate,web-research-v2-2026-08-10,yes
3301,GLOMANI BRAVO-LOPEZ FOR CITY COUNCIL,,1,25.0,nyboe,in_master_no_party,,,,99.28,,false,false,low,Small campaign committee whose candidate could not be identified from the name alone so no party is assigned,,candidate,carried-forward:committees_tagged:name,yes
