rank,committee,n_gifts,dollars,sources,state,cmte_tp,org_tp,connected_org,cum_pct_of_untagged,side,labor,corporate_trade,confidence,evidence,source_url,entity_type,idc_caucus,proposed_by,reviewed
92,CITIZENS FOR MONTESANO,329,56485.0,nyboe,not_in_fec_master,,,,24.27,REP,false,false,high,Michael Montesano is the Republican former New York State Assemblymember for the 15th district in Nassau County,,candidate,false,web-research-2026-08-09,yes
93,BABYLON TOWN REPUBLICAN COMMITTEE,329,63537.5,nyboe,not_in_fec_master,,,,24.42,REP,false,false,high,The committee name identifies it as a Republican Party organization club or campaign committee,,party_committee,false,rule-engine-2026-08-09 (party-name:REP),yes
94,COMMITTEE TO ELECT PAMELA GREENE,329,37316.0,nyboe,not_in_fec_master,,,,24.56,,false,false,low,No Pamela Greene could be identified as a Nassau or Suffolk candidate so the ballot line is unknown,,candidate,false,web-research-2026-08-09,yes
95,FRIENDS OF JIM CONTE,327,30736.0,nyboe,not_in_fec_master,,,,24.7,REP,false,false,high,James Conte was the Republican New York State Assemblymember for the 10th district in Huntington until his death in 2012,,candidate,false,web-research-2026-08-09,yes
96,MERRICK BELLMORE DEMOCRATIC CLUB,324,12941.5,nyboe,not_in_fec_master,,,,24.84,DEM,false,false,high,The committee name identifies it as a Democratic Party organization club or campaign committee,,party_committee,false,rule-engine-2026-08-09 (party-name:DEM),yes
97,NYS DEMOCRATIC ASSEMBLY CAMPAIGN COMMITTEE,323,359930.64,nyboe,not_in_fec_master,,,,24.98,DEM,false,false,high,The committee name identifies it as a Democratic Party organization club or campaign committee,,party_committee,false,rule-engine-2026-08-09 (party-name:DEM),yes
98,THE NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,323,43546.0,nyboe,not_in_fec_master,,,,25.12,,false,true,medium,Corporate or professional firm PAC identifiable from the company name and PAC naming convention which funds incumbents of both parties,,corporate_pac,false,rule-engine-2026-08-09 (corporate:name-shape),yes
99,FRIENDS OF ANTHONY PICCIRILLO,321,63666.0,nyboe,not_in_fec_master,,,,25.26,REP,false,false,high,Anthony Piccirillo is the Republican Suffolk County Legislator for the 8th district,,candidate,false,web-research-2026-08-09,yes
100,VALLEY STREAM REPUBLICAN FINANCE COMMITTEE,321,61990.0,nyboe,not_in_fec_master,,,,25.39,REP,false,false,high,The committee name identifies it as a Republican Party organization club or campaign committee,,party_committee,false,rule-engine-2026-08-09 (party-name:REP),yes
101,FRIENDS OF VIVIANA RUSSELL,320,52322.49,nyboe,not_in_fec_master,,,,25.53,DEM,false,false,high,Viviana Russell is a Democratic North Hempstead Town Council member representing the Westbury and New Cassel area,,candidate,false,web-research-2026-08-09,yes
102,JOE LHOTA FOR MAYOR INC,320,115009.69,nyboe,not_in_fec_master,,,,25.67,REP,false,false,high,Joe Lhota was the Republican nominee for Mayor of New York City in 2013,,candidate,false,web-research-2026-08-09,yes
103,TEAM STAND FOR AMERICA,319,202951.0,fec,in_master_no_party,N,,NONE,25.81,REP,false,false,high,Team Stand for America is the joint fundraising committee for Nikki Haley for President and her Stand for America PAC in the Republican presidential primary,https://www.fec.gov/data/committee/C00828152/,joint_fundraising,false,web-research-2026-08-09,yes
104,AMALGAMATED BANK PAC - PAC CONTRIBUTIONS ACCOUNT,317,24740.0,nyboe,not_in_fec_master,,,,25.94,,false,true,medium,Corporate or professional firm PAC identifiable from the company name and PAC naming convention which funds incumbents of both parties,,corporate_pac,false,rule-engine-2026-08-09 (corporate:name-shape),yes
105,FRIENDS OF JOE DESTEFANO,317,36211.81,nyboe,not_in_fec_master,,,,26.08,REP,false,false,high,Joseph DeStefano is the Republican New York State Assemblymember for the 3rd district in Suffolk County,,candidate,false,web-research-2026-08-09,yes
106,FRIENDS OF KEVIN ORELLI,316,65025.0,nyboe,not_in_fec_master,,,,26.22,DEM,false,false,medium,Kevin Orelli is listed as a candidate by the Suffolk County Democratic Committee so his committee supported a Democrat,https://suffolkcountydems.com/candidate/kevin-orelli-0,candidate,false,web-research-2026-08-09,yes
107,NVS VICTORY CAMPAIGN FUND,316,342675.0,nyboe,not_in_fec_master,,,,26.35,,false,false,low,No sponsor candidate or party could be identified behind the NVS acronym in NVS Victory Campaign Fund,,other,false,web-research-2026-08-09,yes
108,HUNTINGTON CONSERVATIVE PRE PRIMARY COMMITTEE,316,62760.0,nyboe,not_in_fec_master,,,,26.49,REP,false,false,high,Conservative Party of New York committee folded to REP under the project fusion convention since it cross-endorses Republican candidates,,party_committee,false,rule-engine-2026-08-09 (fusion:CONSERVATIVE->REP),yes
109,FRIENDS OF KEVIN MALLOY,315,32899.97,nyboe,not_in_fec_master,,,,26.63,,false,false,low,No Kevin Malloy could be identified as a Nassau or Suffolk candidate so the ballot line is unknown,,candidate,false,web-research-2026-08-09,yes
110,FRIENDS OF VALERIE M. CARTRIGHT,314,45055.0,nyboe,not_in_fec_master,,,,26.76,DEM,false,false,high,Valerie Cartright is the Democratic former Brookhaven Town Council member for the 1st district and now a State Supreme Court justice,,candidate,false,web-research-2026-08-09,yes
111,FOLEY FOR SENATE,313,51865.0,nyboe,not_in_fec_master,,,,26.9,DEM,false,false,high,Brian X. Foley is the Democrat who represented the 3rd New York State Senate district in Suffolk County from 2009 to 2010,https://en.wikipedia.org/wiki/Brian_X._Foley,candidate,false,web-research-2026-08-09,yes
112,DSI,311,8541.0,fec,in_master_no_party,V,,,27.03,DEM,false,false,high,FEC committee C00745786 filing under the short name DSI is the Democratic Strategy Institute hybrid PAC whose purpose is electing Democrats,https://www.fec.gov/data/committee/C00745786/,ideological_pac,false,web-research-2026-08-09,yes
113,JOE FOR HEMPSTEAD SUPERVISOR,310,95600.89,nyboe,not_in_fec_master,,,,27.16,DEM,false,false,high,Joe Scianablo is the Democratic candidate for Hempstead Town Supervisor whose campaign site is joeforhempsteadsupervisor.com,https://www.longislandpress.com/2025/10/24/election-guide-2025-hempstead-town-supervisor-candidate-joe-scianablo-dem/,candidate,false,web-research-2026-08-09,yes
114,LASAK FOR DISTRICT ATTORNEY,309,151291.0,nyboe,not_in_fec_master,,,,27.3,DEM,false,false,medium,Gregory Lasak is the former judge who ran in the 2019 Democratic primary for Queens District Attorney,,candidate,false,web-research-2026-08-09,yes
115,FRIENDS OF CHAD A. LUPINACCI,308,38670.0,nyboe,not_in_fec_master,,,,27.43,REP,false,false,high,Chad Lupinacci is the Republican former Huntington Town Supervisor and former Assemblymember for the 10th district,,candidate,false,web-research-2026-08-09,yes
116,FRIENDS OF TOM CILMI,307,50160.0,nyboe,not_in_fec_master,,,,27.56,REP,false,false,high,Tom Cilmi is the Republican former Suffolk County Legislator for the 10th district,,candidate,false,web-research-2026-08-09,yes
117,FRIENDS OF ANDREW HARDWICK & ASSOCIATES INC.,307,61913.0,nyboe,not_in_fec_master,,,,27.69,DEM,false,false,medium,Andrew Hardwick is the Democrat who served as Freeport village mayor after winning on the local Change Freeport Party line though he later ran for Nassau County Executive on an independent line,https://traditionofexcellence.wordpress.com/2009/04/05/freeport-elects-first-african-american-mayor/,candidate,false,web-research-2026-08-09,yes
118,CITIZENS FOR NICOLELLO,305,60009.54,nyboe,not_in_fec_master,,,,27.83,REP,false,false,high,Richard Nicolello is the Republican Presiding Officer of the Nassau County Legislature,,candidate,false,web-research-2026-08-09,yes
119,PULEO FOR COUNTY CLERK,304,62245.0,nyboe,not_in_fec_master,,,,27.96,REP,false,false,high,Vincent Puleo is the Republican Nassau County Clerk and former Oyster Bay Town Clerk,,candidate,false,web-research-2026-08-09,yes
120,FRIENDS OF ANDRE SORRENTINO,303,85285.0,nyboe,not_in_fec_master,,,,28.09,REP,false,false,high,Andre Sorrentino is a Huntington Republican candidate for Town Council and Highway Superintendent listed on the Huntington GOP site,https://www.huntingtongop.org/andre_sorrentino,candidate,false,web-research-2026-08-09,yes
121,FRIENDS OF DR. EVE,303,44495.0,nyboe,not_in_fec_master,,,,28.22,DEM,false,false,high,Dr. Eve Meltzer-Krief is the Democratic candidate for the 18th district of the Suffolk County Legislature against Republican Stephanie Bontempi,https://suffolkcountydems.com/candidate/dr-eve-meltzer-krief,candidate,false,web-research-2026-08-09,yes
122,TOBAY FRIENDS OF STEVE LABRIOLA,302,55197.0,nyboe,not_in_fec_master,,,,28.35,REP,false,false,high,TOBAY refers to the Town of Oyster Bay and Steve Labriola is the Republican Oyster Bay official and former Republican Assemblymember,,candidate,false,web-research-2026-08-09,yes
123,COMMITTEE TO ELECT BRIDGET FLEMING,301,57666.0,nyboe,not_in_fec_master,,,,28.48,DEM,false,false,high,Bridget Fleming is the Democratic former Suffolk County Legislator for the 2nd district and former Southampton Town Board member,,candidate,false,web-research-2026-08-09,yes
124,FRIENDS OF JOHN LIU,301,186357.0,nyboe,not_in_fec_master,,,,28.61,DEM,false,false,high,John Liu is the Democratic New York State Senator for the 11th district and former New York City Comptroller,,candidate,false,web-research-2026-08-09,yes
125,REBECCA FOR HUNTINGTON,300,88107.24,nyboe,not_in_fec_master,,,,28.74,DEM,false,false,high,Rebecca Sanin is the Democratic Huntington town candidate who ran against Republican Ed Smyth and later defeated Republican Chad Lupinacci,https://huntingtonnow.com/smyth-re-elected-sanin-defeats-lupinacci-hebert-chosen-for-town-board/,candidate,false,web-research-2026-08-09,yes
126,FRIENDS OF ARNIE DRUCKER,299,62602.87,nyboe,not_in_fec_master,,,,28.87,DEM,false,false,high,Arnold Drucker is the Democratic Nassau County Legislator for the 16th district,,candidate,false,web-research-2026-08-09,yes
127,NYSANA-CRNA PAC,298,28209.81,nyboe,not_in_fec_master,,,,29.0,,false,true,high,NYSANA-CRNA PAC is the political fund of the New York State Association of Nurse Anesthetists which is a professional association rather than a contract-bargaining union,,trade_assoc_pac,false,web-research-2026-08-09,yes
128,FRIENDS FOR NORMA GONSALVES,298,42920.0,nyboe,not_in_fec_master,,,,29.12,REP,false,false,high,Norma Gonsalves is the Republican former Presiding Officer of the Nassau County Legislature from East Meadow,,candidate,false,web-research-2026-08-09,yes
129,BOYLE FOR SENATE,297,69805.0,nyboe,not_in_fec_master,,,,29.25,REP,false,false,high,Phil Boyle is the Republican former New York State Senator for the 4th district in Suffolk County,,candidate,false,web-research-2026-08-09,yes
130,CITIZENS FOR DOMINICK THORNE,297,35512.23,nyboe,not_in_fec_master,,,,29.38,REP,false,false,medium,Dominick Thorne is a Republican Brookhaven Town Council member elected from the Patchogue area district,,candidate,false,web-research-2026-08-09,yes
131,RIVERHEAD TOWN DEMOCRATIC COMMITTEE,296,42269.42,nyboe,not_in_fec_master,,,,29.51,DEM,false,false,high,The committee name identifies it as a Democratic Party organization club or campaign committee,,party_committee,false,rule-engine-2026-08-09 (party-name:DEM),yes
132,FRIENDS OF CONNIE KEPERT,296,40704.0,nyboe,not_in_fec_master,,,,29.64,DEM,false,false,medium,Connie Kepert is the Democratic former Brookhaven Town Council member for the 4th district,,candidate,false,web-research-2026-08-09,yes
133,NEW YORKERS FOR LOWER COSTS,295,33815.5,nyboe,in_master_no_party,O,,NONE,29.76,DEM,false,false,medium,New Yorkers for Lower Costs is a New York City independent expenditure committee whose entire 2025 spending supported Democratic mayoral candidates Zohran Mamdani and Andrew Cuomo,https://www.nyccfb.info/VSApps/IndependentSpenderSummary.aspx?spender_id=Z196&as_election_cycle=2025&cand_name=New+Yorkers+for+Lower+Costs,ideological_pac,false,web-research-2026-08-09,yes
134,CITIZENS FOR GINNY FIELDS,295,27605.0,nyboe,not_in_fec_master,,,,29.89,DEM,false,false,high,Ginny Fields served as a Democratic Suffolk County Legislator and Democratic Assemblymember for the 5th district and raised this money as a Democrat before switching registration in 2015,https://en.wikipedia.org/wiki/Ginny_Fields,candidate,false,web-research-2026-08-09,yes
135,FRIENDS OF CARRIE SOLAGES,293,60026.0,nyboe,not_in_fec_master,,,,30.02,DEM,false,false,high,Carrie Solages is the Democratic Nassau County Legislator for the 3rd district covering Elmont and Valley Stream,https://en.wikipedia.org/wiki/Nassau_County_Legislature,candidate,false,web-research-2026-08-09,yes
136,FRIENDS OF MARIANN DALIMONTE,293,59640.0,nyboe,not_in_fec_master,,,,30.14,DEM,false,false,high,Mariann Dalimonte is the Democratic Town of North Hempstead Councilwoman for the 6th district in Port Washington,https://patch.com/new-york/portwashington/north-hempstead-town-council-candidates-meet-mariann-dalimonte,candidate,false,web-research-2026-08-09,yes
137,FRIENDS OF CRAIG JOHNSON,293,348614.0,nyboe,not_in_fec_master,,,,30.27,DEM,false,false,high,Craig Johnson was the Democratic New York State Senator for the 7th district in Nassau County from 2007 to 2010,,candidate,false,web-research-2026-08-09,yes
138,DE BLASIO 2017,290,239065.5,nyboe,not_in_fec_master,,,,30.39,DEM,false,false,high,Bill de Blasio was the Democratic Mayor of New York City and this was his 2017 re-election committee,,candidate,false,web-research-2026-08-09,yes
139,FRIENDS OF PAT VECCHIO,288,55025.0,nyboe,not_in_fec_master,,,,30.52,REP,false,false,high,Patrick Vecchio was the longtime Smithtown Town Supervisor who ran as a Republican throughout the years this committee raised money and lost the 2017 GOP primary to Ed Wehrheim,https://tbrnewsmedia.com/tag/patrick-vecchio/,candidate,false,web-research-2026-08-09,yes
140,CITIZENS FOR BRIAN FOLEY,288,78182.5,nyboe,not_in_fec_master,,,,30.64,DEM,false,false,high,Brian X. Foley was the Democratic Brookhaven Town Supervisor and the Democratic State Senator for the 3rd district in Suffolk County,https://en.wikipedia.org/wiki/Brian_X._Foley,candidate,false,web-research-2026-08-09,yes
141,DELGADO FOR NEW YORK 2026,287,71806.0,nyboe,not_in_fec_master,,,,30.77,DEM,false,false,high,Antonio Delgado is the Democratic Lieutenant Governor of New York and this is his 2026 Democratic campaign committee,,candidate,false,web-research-2026-08-09,yes
142,DEFEND THE VOTE,287,10280.0,fec,in_master_no_party,W,,DEFEND THE VOTE LEADERSHIP FUND,30.89,DEM,false,false,high,Defend the Vote is a Democratic-aligned pro-democracy PAC family run by Brian Lemek that backs only Democratic candidates,https://www.influencewatch.org/political-party/defend-the-vote/,ideological_pac,false,web-research-2026-08-09,yes
143,MARTINS FOR SENATE 2024,285,48920.14,nyboe,not_in_fec_master,,,,31.01,REP,false,false,high,Jack Martins is the Republican New York State Senator for the 7th district in Nassau County,,candidate,false,web-research-2026-08-09,yes
144,FRIENDS OF DENISE FORD,284,52775.0,nyboe,not_in_fec_master,,,,31.14,REP,false,false,high,Denise Ford is a registered Democrat who holds the Nassau County Legislature 4th district seat on the Republican line and caucuses with the GOP,,candidate,false,web-research-2026-08-09,yes
145,TOMMY JOHN FOR NY ASSEMBLY,282,51010.0,nyboe,not_in_fec_master,,,,31.26,DEM,false,false,high,Tommy John Schiavoni is the Democratic New York State Assemblymember for the 1st district on the East End of Suffolk County,https://suffolkcountydems.com/candidate/tommy-john-schiavoni,candidate,false,web-research-2026-08-09,yes
146,PFIZER INC PAC,282,16520.510000000002,nyboe,not_in_fec_master,,,,31.38,,false,true,medium,Corporate or professional firm PAC identifiable from the company name and PAC naming convention which funds incumbents of both parties,,corporate_pac,false,rule-engine-2026-08-09 (corporate:name-shape),yes
147,FRIENDS FOR FUSCHILLO,281,131501.0,nyboe,not_in_fec_master,,,,31.5,REP,false,false,high,Charles Fuschillo Jr. was the Republican New York State Senator for the 8th district in Nassau County,,candidate,false,web-research-2026-08-09,yes
148,GREEN PARTY OF NEW YORK,280,13217.0,nyboe,not_in_fec_master,,,,31.62,,false,false,high,Minor-party committee (Independence Libertarian Green Reform SAM or Forward) which does not fold to either major party under the project convention,,other,false,rule-engine-2026-08-09 (neutral:minor-party),yes
149,"OYSTER BAY REPUBLICAN CLUB INC ""ANNUAL COCKTAIL PARTY"" A/C",280,41660.0,nyboe,not_in_fec_master,,,,31.74,REP,false,false,high,The committee name identifies it as a Republican Party organization club or campaign committee,,party_committee,false,rule-engine-2026-08-09 (party-name:REP),yes
150,FRIENDS OF RUDY SUNDERMAN,279,30425.17,nyboe,not_in_fec_master,,,,31.86,REP,false,false,high,Rudy Sunderman was the Republican Suffolk County Legislator for the 3rd district covering Shirley and Mastic,,candidate,false,web-research-2026-08-09,yes
151,MAUD FOR MANHATTAN,278,18317.32,nyboe,not_in_fec_master,,,,31.98,REP,false,false,medium,Maud Maron was the Republican and Conservative nominee for Manhattan District Attorney in 2025 and this borough-wide committee name matches that race rather than her earlier council committee,https://en.wikipedia.org/wiki/2025_Manhattan_District_Attorney_election,candidate,false,web-research-2026-08-09,yes
